3241530

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     179.50            128.47            120.74             57.73
2                     187.98            144.70            136.03             68.18
4                     215.57            151.43            142.40             54.96
8                     145.10            107.05            100.54             62.16
16                     87.15             73.56             68.95             80.29
32                    105.56             81.57             76.52             68.65
64                     94.70             76.81             72.06             75.17
128                   143.93             93.19             87.49             42.00
256                   241.13            200.21            188.37             78.28
512                   296.81            154.18            144.98              1.62
1024                  120.65             70.11             65.75             23.13
2048                  238.84            154.39            145.19             41.83
4096                  265.36            176.47            166.00             46.45
8192                  272.28            140.43            132.00              0.11
16384                 339.65            176.61            166.13              1.86
32768                 654.63            318.71            300.09              0.00
65536                 623.69            226.58            213.30              0.00
131072                841.79            426.07            401.32              0.00
262144               1138.48            588.33            554.30              0.75
