3248809

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     171.55            129.39            121.62             65.33
2                     175.96            126.01            118.42             57.83
4                     214.53            171.38            161.23             73.24
8                     255.66            194.63            183.12             66.68
16                    212.58            156.45            147.12             61.85
32                    182.02            126.21            118.66             52.97
64                    253.05            190.55            179.26             65.13
128                   272.82            147.75            138.92              9.97
256                   250.97            156.31            146.98             35.60
512                   284.80            221.62            208.55             69.70
1024                  216.55            135.18            127.05             35.95
2048                  182.71            121.69            114.34             46.64
4096                  227.79            140.07            131.67             33.38
8192                  336.58            185.23            174.26             13.15
16384                 413.93            205.21            193.06              0.00
32768                 657.13            321.07            302.32              0.00
65536                 642.13            296.05            278.70              0.00
131072                866.65            404.62            381.20              0.00
262144               1247.47            603.28            568.37              0.00
