3246965

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     255.70            138.92            130.60             10.58
2                     208.16            150.68            141.67             59.43
4                     186.44            113.79            106.91             32.05
8                     144.82            111.08            104.34             67.66
16                    158.25            126.53            118.90             73.32
32                    131.21             87.22             81.84             46.25
64                    243.07            144.22            135.56             27.08
128                   280.83            170.58            160.43             31.27
256                   258.69            221.41            208.33             82.11
512                   263.50            152.07            142.98             22.07
1024                  221.63            192.18            180.80             83.71
2048                   82.99             52.87             49.47             39.12
4096                  198.87            129.92            122.09             43.52
8192                  262.37            200.19            188.33             66.98
16384                 359.97            206.46            194.26             20.98
32768                 649.17            317.47            298.94              0.00
65536                 686.83            319.28            300.62              0.00
131072                871.39            412.51            388.53              0.00
262144               1140.27            560.53            527.74              0.00
