3247705

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     239.36            149.35            140.41             35.89
2                     386.14            256.90            241.80             46.55
4                     241.70            202.04            190.09             79.13
8                     310.97            219.20            206.27             55.51
16                    204.31            166.01            156.12             75.46
32                    166.09            111.34            104.60             47.66
64                    204.45            136.02            127.86             46.48
128                   190.09            153.99            144.78             75.07
256                   188.69            165.11            155.28             84.82
512                   125.28             71.90             67.41             20.81
1024                  246.94            121.93            114.58              0.00
2048                  211.99            140.17            131.76             45.49
4096                  175.79            122.75            115.34             54.01
8192                  278.99            181.07            170.30             42.50
16384                 360.93            223.91            210.79             34.99
32768                 651.31            312.97            294.65              0.00
65536                 609.93            271.78            255.85              0.00
131072                892.69            403.28            379.87              0.00
262144               1198.77            580.66            547.11              0.00
