3244750

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     203.05            129.31            121.54             39.33
2                     193.01            119.28            112.07             34.21
4                     181.06            141.77            133.29             70.52
8                     203.93            111.55            104.80             11.86
16                    340.84            182.98            172.14              8.30
32                     99.48             60.21             56.38             30.34
64                    166.99            110.12            103.45             45.03
128                   163.25            126.17            118.57             68.72
256                   139.29            100.43             94.30             58.78
512                   114.94             92.25             86.58             73.79
1024                  178.05            127.18            119.53             57.44
2048                  209.12            149.62            140.69             57.71
4096                  182.49            136.88            128.66             64.55
8192                  227.08            139.89            131.51             33.70
16384                 397.95            257.64            242.51             42.14
32768                 696.10            352.16            331.63              0.00
65536                 708.13            323.42            304.55              0.00
131072                866.31            333.18            313.76              0.00
262144               1161.95            594.36            559.89              0.00
