3242280

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     203.83            147.73            138.90             59.60
2                     177.09            115.03            108.06             42.56
4                     194.46            149.86            140.89             68.34
8                     248.84            171.04            160.87             51.64
16                    232.29            176.25            165.77             66.19
32                    213.53            146.44            137.67             51.27
64                    163.20            125.14            117.59             67.63
128                   253.56            171.20            161.02             48.84
256                   264.24            173.70            163.36             44.57
512                   180.56             96.40             90.50              7.01
1024                  189.17             36.31             33.87              0.00
2048                  298.49            198.95            187.17             46.82
4096                  229.26            177.02            166.52             68.63
8192                  285.78            151.03            141.99              5.10
16384                 349.93            185.12            174.13              5.35
32768                 666.48            338.05            318.33              0.00
65536                 650.38            259.56            244.35              0.00
131072                870.36            449.41            423.32              0.56
262144               1158.97            639.85            602.85             13.89
