3242547

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     202.99            151.07            142.10             63.46
2                     287.00            169.10            159.05             25.87
4                     216.86            170.73            160.56             71.27
8                     190.47            104.75             98.39             12.87
16                    167.00            107.18            100.66             40.58
32                    196.23            126.89            119.26             41.86
64                    251.01            186.93            175.84             63.56
128                   128.08             74.13             69.51             22.38
256                   274.16            135.88            127.72              0.00
512                   170.59            132.01            124.08             68.91
1024                  224.63            191.74            180.40             81.77
2048                  221.93            136.50            128.32             33.43
4096                  160.50            127.43            119.76             72.38
8192                  164.20            111.46            104.71             49.64
16384                 332.98            164.55            154.73              0.00
32768                 601.83            300.24            282.68              0.00
65536                 639.38            231.29            217.70              0.00
131072                927.82            443.53            417.81              0.00
262144               1100.10            611.02            574.66             14.89
