3248438

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     304.54            188.65            177.46             34.69
2                     199.79            156.10            146.78             70.23
4                      71.44             51.36             48.05             58.21
8                     181.55            112.68            105.85             34.93
16                    194.66            133.17            125.16             50.87
32                    261.19            158.48            149.03             31.08
64                    160.43            111.44            104.67             53.19
128                   206.26             32.39             30.16              0.00
256                   356.45            238.07            224.02             47.16
512                   259.25            207.93            195.63             73.77
1024                  146.37            107.12            100.62             60.99
2048                  165.92            118.52            111.37             57.44
4096                  162.97            125.25            117.70             67.95
8192                  189.78            128.28            120.57             48.99
16384                 482.21            278.92            262.56             22.58
32768                 617.05            313.97            295.62              0.00
65536                 836.28            354.22            333.57              0.00
131072                844.76            373.02            351.26              0.00
262144               1296.50            595.35            560.96              0.00
