3247431

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     207.35            133.63            125.62             41.32
2                     186.27            149.86            140.92             74.16
4                     187.73            125.91            118.31             47.75
8                     145.94            117.95            110.83             74.75
16                    130.01            103.98             97.67             73.35
32                    142.62             93.45             87.73             43.96
64                    228.33            167.88            157.88             61.71
128                   231.96            183.26            172.37             71.75
256                   260.76            153.11            143.97             25.22
512                   189.48            148.64            139.75             70.77
1024                  114.98             80.35             75.37             54.04
2048                  208.33            144.91            136.24             53.45
4096                  177.65            128.07            120.35             58.80
8192                  349.83            188.40            177.21              8.90
16384                 378.53            190.65            179.34              0.00
32768                 638.83            303.09            285.34              0.00
65536                 778.82            370.66            349.09              0.00
131072                923.09            410.99            387.01              0.00
262144               1203.60            603.89            568.91              0.00
