3249548

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     175.25            125.10            117.58             57.35
2                     209.57            152.62            143.52             60.32
4                     195.84            122.48            115.10             36.26
8                     178.47            140.08            131.68             70.85
16                    128.30            104.77             98.41             76.09
32                    209.10            136.74            128.53             43.70
64                    222.14            155.96            146.64             54.87
128                   241.72            160.10            150.57             45.79
256                   203.34            128.29            120.56             37.75
512                   294.98            171.72            161.49             23.67
1024                  287.11            213.59            200.99             63.42
2048                  105.59             77.74             72.92             61.81
4096                  214.58            130.98            123.11             32.09
8192                  206.94            137.21            128.98             45.94
16384                 360.29            178.01            167.44              0.00
32768                 629.36            306.08            288.19              0.00
65536                 651.33            295.15            277.95              0.00
131072                831.23            315.48            297.09              0.00
262144               1168.19            629.95            593.60              9.33
