3241070

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     157.08            113.74            106.74             59.40
2                     256.00            220.66            207.60             82.98
4                     134.20             95.31             89.46             56.52
8                     164.90            119.13            111.92             59.10
16                    155.70            135.56            127.41             84.19
32                     83.66             64.32             60.26             67.90
64                     86.22             56.75             53.14             44.53
128                   154.50            123.71            116.22             73.51
256                   186.79            154.74            145.47             77.97
512                   111.66             86.86             81.48             69.56
1024                  117.08             95.41             89.56             75.81
2048                  244.28            143.80            135.18             25.67
4096                  390.75            212.11            199.57             10.48
8192                  207.54             52.02             48.67              0.00
16384                 209.94            118.39            111.24             17.70
32768                 681.94            350.57            330.07              0.00
65536                 703.55            347.58            327.25              0.00
131072                900.72            390.35            367.60              0.00
262144               1144.89            590.75            556.46              0.42
