3245220

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     164.70            117.17            110.10             56.83
2                     163.58            132.96            124.97             75.50
4                     232.13            149.88            140.93             41.64
8                     236.91            179.63            168.95             66.10
16                    233.98            153.77            144.60             44.53
32                    143.08            112.80            105.97             71.43
64                    141.40             98.74             92.70             53.98
128                   205.63            154.61            145.38             64.91
256                   203.40            121.72            114.40             28.60
512                   182.85            123.67            116.22             49.08
1024                  165.48            103.68             97.36             36.53
2048                  260.17            192.74            181.32             62.81
4096                  183.08            133.23            125.24             60.19
8192                  136.52             99.28             93.21             60.05
16384                 314.47            185.69            174.65             26.26
32768                 664.07            331.01            311.69              0.00
65536                 624.50            240.85            226.68              0.00
131072                928.68            454.38            428.01              0.00
262144               1271.66            572.52            539.45              0.00
