3249178

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     121.73            106.22             99.77             84.46
2                     170.75            129.43            121.62             66.02
4                     132.83            112.80            105.95             81.10
8                      99.38             82.89             77.77             78.80
16                    145.51            103.57             97.27             56.88
32                    234.18            143.48            134.85             32.74
64                    327.49            193.07            181.60             25.98
128                   286.39            185.47            174.43             42.15
256                   287.85            215.75            203.00             64.49
512                   206.90            168.15            158.13             75.50
1024                  133.12             91.13             85.54             50.91
2048                  236.01            142.05            133.53             29.64
4096                  314.83            197.35            185.66             36.72
8192                  262.64            160.91            151.30             32.76
16384                 372.81            177.72            167.13              0.00
32768                 678.20            336.41            316.79              0.00
65536                 549.88            179.25            168.56              0.00
131072                840.56            439.74            414.08              3.20
262144               1291.27            631.59            594.94              0.00
