3246227

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     206.67            146.62            137.85             56.44
2                     149.55            102.27             96.09             50.80
4                     230.65            151.80            142.71             44.75
8                     211.34            144.41            135.76             50.70
16                    225.12            154.86            145.61             51.75
32                    205.32            162.60            152.92             72.06
64                    136.70            124.80            117.28             89.85
128                   157.00            119.12            111.93             66.15
256                   151.84            114.52            107.59             65.31
512                   143.99            120.44            113.15             79.19
1024                  172.84             97.71             91.76             18.13
2048                  215.92            163.81            154.06             66.17
4096                  264.93            153.51            144.34             22.81
8192                  315.62            188.94            177.76             28.74
16384                 336.49            212.16            199.58             37.70
32768                 662.94            322.09            303.26              0.00
65536                 651.22            302.37            284.66              0.00
131072                885.39            401.47            378.13              0.00
262144               1189.86            616.28            579.96              1.10
