3243279

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     168.47            110.56            103.80             44.22
2                     212.53            147.91            139.07             53.53
4                     218.57            159.64            150.12             60.75
8                     118.87             90.85             85.28             67.15
16                    151.37            107.58            101.04             56.66
32                    233.17            142.08            133.56             31.80
64                    185.15            113.72            106.84             33.15
128                   211.37            146.28            137.52             52.67
256                   194.29            143.44            134.85             62.29
512                   190.32            132.43            124.49             53.50
1024                  152.89            122.53            115.14             73.63
2048                  151.82            114.97            108.02             65.88
4096                  172.17            124.32            116.81             59.03
8192                  171.22            104.01             97.68             31.20
16384                 303.98            135.29            127.14              0.00
32768                 659.34            337.78            318.00              0.00
65536                 708.21            318.69            300.04              0.00
131072                837.59            388.03            365.37              0.00
262144               1275.72            600.57            565.81              0.00
