3249917

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     128.72             98.29             92.31             67.04
2                     158.68            112.19            105.41             55.89
4                     158.34            121.70            114.37             67.96
8                     220.16            131.95            124.05             28.89
16                    164.68            123.62            116.21             64.67
32                    114.27             89.71             84.23             70.84
64                    234.54            192.97            181.57             77.11
128                   178.89            122.16            114.82             50.58
256                   163.04            126.34            118.75             69.09
512                   172.89            119.82            112.62             52.88
1024                  221.97            143.22            134.66             41.52
2048                  181.00            135.59            127.46             64.37
4096                  145.66             99.65             93.57             50.83
8192                  154.03             79.42             74.49              0.00
16384                 218.18            116.09            109.06              6.39
32768                 674.73            326.73            307.66              0.00
65536                 758.64            351.95            331.46              0.00
131072                886.45            375.96            354.12              0.00
262144               1278.04            570.41            537.39              0.00
