649336

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.34
2                       5.39
4                       5.34
8                       5.29
16                      5.32
32                      5.68
64                      5.89
128                     6.00
256                     6.26
512                     6.90
1024                    8.93
2048                   10.55
4096                   14.34
8192                   22.01
16384                  47.56
32768                  84.42
65536                 148.45
131072                320.15
262144                654.67
