651996

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.38
2                       5.36
4                       5.35
8                       5.35
16                      5.42
32                      5.94
64                      6.09
128                     6.19
256                     6.45
512                     7.17
1024                    9.17
2048                   10.46
4096                   14.16
8192                   21.79
16384                  47.70
32768                  84.52
65536                 153.53
131072                319.87
262144                653.94
