653704

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.26
2                       5.28
4                       5.30
8                       5.23
16                      5.23
32                      5.68
64                      5.86
128                     5.87
256                     6.38
512                     7.18
1024                    8.85
2048                   10.42
4096                   14.17
8192                   21.89
16384                  47.78
32768                  84.64
65536                 150.85
131072                316.09
262144                658.02
