635361

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.32
2                       5.33
4                       5.46
8                       5.47
16                      5.41
32                      5.78
64                      5.98
128                     6.03
256                     6.31
512                     6.93
1024                    8.84
2048                   10.41
4096                   14.15
8192                   21.95
16384                  47.47
32768                  84.32
65536                 149.08
131072                320.16
262144                653.77
