645706

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.39
2                       5.39
4                       5.42
8                       5.34
16                      5.37
32                      5.76
64                      6.04
128                     6.12
256                     6.42
512                     7.15
1024                    8.89
2048                   10.35
4096                   14.04
8192                   21.84
16384                  47.72
32768                  84.74
65536                 147.75
131072                321.21
262144                651.73
