650277

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.33
2                       5.35
4                       5.33
8                       5.27
16                      5.23
32                      5.72
64                      6.08
128                     6.50
256                     6.70
512                     7.32
1024                    9.03
2048                   10.35
4096                   14.04
8192                   21.78
16384                  47.60
32768                  84.66
65536                 148.01
131072                325.06
262144                658.35
