648379

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.40
2                       5.35
4                       5.34
8                       5.36
16                      5.30
32                      5.79
64                      6.34
128                     6.51
256                     6.75
512                     7.36
1024                    9.08
2048                   10.41
4096                   14.12
8192                   21.87
16384                  47.59
32768                  84.43
65536                 151.52
131072                320.73
262144                677.21
