634497

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.34
2                       5.36
4                       5.33
8                       5.40
16                      5.41
32                      5.89
64                      6.07
128                     6.33
256                     6.60
512                     7.18
1024                    9.06
2048                   10.32
4096                   13.85
8192                   21.43
16384                  47.45
32768                  84.20
65536                 148.78
131072                319.65
262144                655.15
