641327

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.16
2                       5.19
4                       5.18
8                       5.15
16                      5.30
32                      5.63
64                      5.90
128                     5.91
256                     6.12
512                     6.73
1024                    8.72
2048                   10.37
4096                   14.13
8192                   21.83
16384                  47.54
32768                  84.34
65536                 146.60
131072                310.70
262144                657.07
