647520

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.25
2                       5.27
4                       5.22
8                       5.32
16                      5.48
32                      5.84
64                      6.16
128                     6.18
256                     6.44
512                     6.98
1024                    8.87
2048                   10.48
4096                   14.27
8192                   21.96
16384                  47.63
32768                  84.67
65536                 151.91
131072                321.43
262144                655.17
