643130

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.30
2                       5.29
4                       5.29
8                       5.33
16                      5.35
32                      5.79
64                      6.03
128                     6.29
256                     6.52
512                     7.06
1024                    8.97
2048                   10.45
4096                   14.13
8192                   21.79
16384                  47.22
32768                  84.20
65536                 145.54
131072                322.52
262144                669.64
