655528

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.44
2                       5.45
4                       5.42
8                       5.36
16                      5.36
32                      5.68
64                      6.12
128                     6.29
256                     6.58
512                     7.21
1024                    9.18
2048                   10.54
4096                   14.24
8192                   21.99
16384                  47.75
32768                  85.00
65536                 147.70
131072                318.77
262144                656.95
