652853

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.12
2                       5.11
4                       5.10
8                       5.05
16                      5.15
32                      5.53
64                      6.01
128                     6.11
256                     6.39
512                     6.97
1024                    8.74
2048                   10.38
4096                   14.14
8192                   21.91
16384                  47.71
32768                  84.37
65536                 150.48
131072                321.08
262144                653.81
