
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.79
2                       4.01
4                       4.00
8                       3.99
16                      4.00
32                      3.99
64                      4.00
128                     4.16
256                     6.20
512                     6.27
1024                    6.44
2048                    6.75
4096                    7.02
8192                    6.45
16384                   8.38
32768                  15.64
65536                  27.88
131072                 41.91
262144                 70.20
