
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.08
2                       4.05
4                       4.04
8                       4.00
16                      4.04
32                      4.05
64                      4.05
128                     4.21
256                     6.21
512                     6.29
1024                    6.45
2048                    6.79
4096                    7.02
8192                    6.45
16384                   8.43
32768                  15.67
65536                  27.88
131072                 41.93
262144                 69.96
