
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.15
2                       4.05
4                       4.03
8                       4.03
16                      4.06
32                      4.01
64                      4.05
128                     4.19
256                     6.19
512                     6.27
1024                    6.43
2048                    6.76
4096                    7.02
8192                    6.47
16384                   8.44
32768                  15.67
65536                  27.90
131072                 41.92
262144                 70.14
