
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.08
2                       4.02
4                       4.04
8                       3.99
16                      3.99
32                      4.01
64                      4.01
128                     4.15
256                     6.21
512                     6.26
1024                    6.44
2048                    6.75
4096                    6.99
8192                    6.45
16384                   8.39
32768                  15.63
65536                  27.89
131072                 41.91
262144                 70.24
