
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.13
2                       4.06
4                       4.04
8                       4.02
16                      4.03
32                      4.01
64                      4.04
128                     4.18
256                     6.24
512                     6.34
1024                    6.53
2048                    6.80
4096                    7.08
8192                    6.47
16384                   8.46
32768                  15.69
65536                  27.87
131072                 41.94
262144                 70.20
