
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.10
2                       4.05
4                       4.01
8                       3.99
16                      4.00
32                      3.99
64                      4.00
128                     4.18
256                     6.19
512                     6.26
1024                    6.47
2048                    6.76
4096                    7.02
8192                    6.47
16384                   8.40
32768                  15.63
65536                  27.91
131072                 41.92
262144                 70.21
