
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.15
2                       4.04
4                       4.04
8                       4.01
16                      4.00
32                      4.01
64                      4.04
128                     4.21
256                     6.21
512                     6.29
1024                    6.43
2048                    6.77
4096                    7.04
8192                    6.49
16384                   8.44
32768                  15.67
65536                  27.88
131072                 41.91
262144                 70.10
