
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.09
2                       4.02
4                       4.02
8                       4.02
16                      3.98
32                      3.98
64                      4.01
128                     4.15
256                     6.19
512                     6.28
1024                    6.46
2048                    6.76
4096                    7.02
8192                    6.43
16384                   8.40
32768                  15.65
65536                  27.88
131072                 41.90
262144                 70.01
