
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.14
2                       4.04
4                       4.03
8                       4.03
16                      4.02
32                      4.05
64                      4.05
128                     4.20
256                     6.20
512                     6.28
1024                    6.47
2048                    6.79
4096                    7.04
8192                    6.49
16384                   8.42
32768                  15.63
65536                  27.88
131072                 41.88
262144                 70.23
