
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.08
2                       4.04
4                       4.02
8                       4.00
16                      4.01
32                      3.99
64                      4.01
128                     4.18
256                     6.20
512                     6.31
1024                    6.43
2048                    6.75
4096                    7.02
8192                    6.43
16384                   8.40
32768                  15.66
65536                  27.89
131072                 41.90
262144                 70.19
