
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.13
2                       4.02
4                       4.06
8                       4.01
16                      3.98
32                      4.00
64                      4.02
128                     4.19
256                     6.19
512                     6.29
1024                    6.42
2048                    6.75
4096                    7.02
8192                    6.42
16384                   8.40
32768                  15.64
65536                  27.88
131072                 41.87
262144                 70.29
