
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.11
2                       4.03
4                       4.01
8                       4.01
16                      3.99
32                      3.99
64                      4.04
128                     4.20
256                     6.18
512                     6.27
1024                    6.45
2048                    6.75
4096                    7.02
8192                    6.46
16384                   8.43
32768                  15.64
65536                  27.88
131072                 41.87
262144                 70.27
