
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.21
2                       4.02
4                       4.01
8                       4.00
16                      4.08
32                      4.00
64                      4.00
128                     4.17
256                     6.18
512                     6.26
1024                    6.45
2048                    6.78
4096                    7.01
8192                    6.44
16384                   8.39
32768                  15.64
65536                  27.85
131072                 41.89
262144                 70.09
