
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.75
2                       4.03
4                       4.01
8                       3.99
16                      3.99
32                      4.00
64                      4.00
128                     4.16
256                     6.18
512                     6.28
1024                    6.43
2048                    6.76
4096                    7.01
8192                    6.44
16384                   8.41
32768                  15.63
65536                  27.87
131072                 41.89
262144                 70.15
