
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.11
2                       4.04
4                       4.02
8                       3.99
16                      4.02
32                      4.01
64                      4.03
128                     4.21
256                     6.19
512                     6.25
1024                    6.44
2048                    6.74
4096                    6.99
8192                    6.43
16384                   8.38
32768                  15.63
65536                  27.92
131072                 41.92
262144                 70.14
