
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.13
2                       4.05
4                       4.03
8                       4.03
16                      4.03
32                      4.02
64                      4.04
128                     4.22
256                     6.19
512                     6.26
1024                    6.42
2048                    6.74
4096                    7.06
8192                    6.43
16384                   8.39
32768                  15.65
65536                  27.89
131072                 41.91
262144                 70.16
