
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.92
2                       4.01
4                       4.01
8                       4.00
16                      3.99
32                      3.98
64                      4.01
128                     4.17
256                     6.18
512                     6.27
1024                    6.42
2048                    6.75
4096                    6.99
8192                    6.45
16384                   8.40
32768                  15.62
65536                  27.84
131072                 41.88
262144                 70.18
