1367940

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.05
2                      20.90
4                       4.93
8                      11.85
16                     16.19
32                     14.19
64                     22.37
128                    20.65
256                     9.04
512                    11.76
1024                    9.01
2048                   19.44
4096                   17.76
8192                   23.26
16384                  23.49
32768                  35.94
65536                  60.26
131072                108.06
262144                255.39
