1368961

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.89
2                       6.14
4                       5.49
8                       9.39
16                     10.93
32                      6.56
64                     12.97
128                     8.62
256                     9.26
512                     8.93
1024                   17.91
2048                   13.65
4096                   25.34
8192                   19.10
16384                  23.31
32768                  36.24
65536                  61.73
131072                110.90
262144                266.06
