1369072

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.89
2                       6.62
4                       9.89
8                       7.54
16                      5.84
32                      9.14
64                      7.51
128                    22.98
256                    11.43
512                    30.39
1024                   22.54
2048                   19.25
4096                   16.17
8192                   23.70
16384                  23.58
32768                  37.92
65536                  61.19
131072                113.74
262144                283.15
