1368056

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.65
2                      19.50
4                      21.52
8                      14.93
16                     13.91
32                      8.41
64                      6.14
128                     9.14
256                    11.37
512                     8.76
1024                   11.27
2048                    9.78
4096                   16.58
8192                   17.23
16384                  38.85
32768                  70.44
65536                  78.71
131072                126.56
262144                264.93
