1367036

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.18
2                       7.03
4                       5.28
8                       5.96
16                      8.89
32                     18.48
64                      5.94
128                    14.57
256                     9.71
512                     8.05
1024                   11.67
2048                    9.29
4096                   14.48
8192                   19.18
16384                  23.67
32768                  36.83
65536                  60.58
131072                110.97
262144                269.67
