1366583

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.03
2                       5.70
4                       7.36
8                       6.47
16                      6.86
32                      6.23
64                     13.96
128                    13.25
256                    13.42
512                     8.08
1024                   13.24
2048                   10.72
4096                   12.68
8192                   17.13
16384                  23.00
32768                  36.77
65536                  60.26
131072                107.41
262144                269.25
