1367492

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.87
2                       5.29
4                       6.04
8                       6.35
16                      5.79
32                      5.39
64                      5.58
128                     9.93
256                    13.10
512                    12.57
1024                   11.05
2048                   15.79
4096                   21.93
8192                   23.84
16384                  23.25
32768                  35.85
65536                  60.66
131072                120.33
262144                285.35
