1366809

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.44
2                       9.78
4                       9.72
8                       7.31
16                      5.63
32                      5.49
64                      6.01
128                    10.82
256                    10.34
512                    12.38
1024                   12.75
2048                   14.20
4096                   17.23
8192                   17.32
16384                  23.42
32768                  36.28
65536                  63.62
131072                110.37
262144                276.21
