1367379

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.22
2                       5.71
4                       4.71
8                       4.65
16                      5.26
32                      7.12
64                      7.60
128                     9.08
256                    10.09
512                     8.62
1024                    9.36
2048                   12.56
4096                   12.63
8192                   16.75
16384                  30.43
32768                  35.96
65536                  60.13
131072                108.30
262144                292.57
