1366332

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.18
2                       5.95
4                       5.67
8                      10.13
16                      7.84
32                      6.81
64                      6.78
128                    10.14
256                    16.76
512                    36.52
1024                   21.65
2048                    9.47
4096                   13.50
8192                   23.54
16384                  26.65
32768                  63.73
65536                  59.37
131072                110.71
262144                282.71
