1368293

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.33
2                      10.02
4                      17.64
8                      25.76
16                     10.07
32                     15.51
64                     17.33
128                     9.00
256                     8.05
512                    10.98
1024                    8.82
2048                    9.57
4096                   18.67
8192                   26.30
16384                  23.33
32768                  57.47
65536                  63.18
131072                127.41
262144                257.26
