1368629

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.95
2                       5.67
4                       6.15
8                       4.95
16                     16.82
32                     32.98
64                      6.21
128                    14.80
256                    31.80
512                    25.36
1024                   18.93
2048                   12.07
4096                   22.19
8192                   30.34
16384                  27.37
32768                  66.48
65536                  63.20
131072                109.29
262144                255.21
