1367158

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.56
2                       5.08
4                       5.82
8                       4.75
16                      5.92
32                     11.29
64                      7.59
128                    21.55
256                     8.18
512                    10.53
1024                   10.24
2048                   14.96
4096                   15.46
8192                   23.78
16384                  23.46
32768                  35.98
65536                  61.12
131072                124.07
262144                288.05
