1366449

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.11
2                       6.21
4                       5.14
8                       7.97
16                      5.41
32                      7.71
64                      6.48
128                     7.95
256                     8.01
512                     8.15
1024                   13.03
2048                    9.92
4096                   12.97
8192                   25.38
16384                  23.58
32768                  36.74
65536                  60.92
131072                116.64
262144                364.28
