1368407

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.04
2                       5.19
4                      16.18
8                      18.28
16                     30.39
32                      9.45
64                      7.75
128                    11.01
256                     8.61
512                     8.22
1024                   24.79
2048                   33.31
4096                   25.84
8192                   27.31
16384                  23.50
32768                  35.47
65536                  57.12
131072                105.97
262144                380.52
