1368517

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.12
2                      17.93
4                      10.19
8                       9.29
16                     12.92
32                      5.40
64                      6.20
128                    14.17
256                    14.03
512                    10.03
1024                   14.60
2048                   36.27
4096                   19.27
8192                   23.96
16384                  26.62
32768                  37.93
65536                  62.65
131072                114.12
262144                296.54
