1367605

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.43
2                       5.82
4                      11.21
8                       8.20
16                      6.15
32                     11.36
64                     17.38
128                    10.66
256                    10.52
512                    11.21
1024                   22.48
2048                   29.05
4096                   16.57
8192                   30.09
16384                  39.99
32768                  59.80
65536                  56.86
131072                 95.58
262144                332.71
