1201309

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.99
2                       2.92
4                       2.84
8                       2.83
16                      3.24
32                      5.43
64                      5.48
128                     5.78
256                     5.83
512                     6.52
1024                    7.43
2048                    9.50
4096                   14.04
8192                   24.62
16384                  94.17
32768                  76.46
65536                 138.14
131072                264.77
262144                583.71
